sqft,sale_price,sale_price_pred
1692,115000,161321.8715
1343,154900,135140.317
1124,93000,118711.204
3730,250000,314210.1465
3132,392500,269348.9156
6572,745000,527413.5212
1951,120000,180751.7357
2731,186700,239266.3846
1613,104900,155395.3878
2139,95000,194855.2664
3080,262000,265447.939
1660,195000,158921.2705
1804,189000,169723.9749
2781,168000,243017.3236
1441,174000,142492.1575
1472,125000,144817.7397
2107,165000,192454.6654
1723,158000,163647.4537
1456,176000,143617.4392
1863,219210,174150.083
1690,144000,161171.8339
1212,178000,125312.8567
1929,148000,179101.3225
864,116050,99206.32106
1779,197900,167848.5054
1348,117000,135515.4109
1630,213000,156670.7071
1862,153500,174075.0642
2681,271900,235515.4456
2112,107000,192829.7593
2040,200000,187428.4071
1787,140000,168448.6556
2880,290000,250444.1829
1845,189000,172799.7449
2179,164000,197856.0177
1016,113000,110609.1757
1608,145000,155020.2939
1783,134500,168148.5805
1074,125000,114960.265
1902,112000,177075.8154
2250,229456,203182.3511
912,80500,102807.2225
1218,91500,125762.9694
1224,115000,126213.0821
1461,134000,143992.5331
2042,143000,187578.4447
2892,137900,251344.4083
2214,184000,200481.675
1645,145000,157795.9888
1933,214000,179401.3976
1507,147000,147443.397
3242,367294,277600.9815
2173,127000,197405.905
3118,190000,268298.6527
1993,132500,183902.5244
1224,101800,126213.0821
2188,142000,198531.1867
1964,130000,181726.9798
1784,138887,168223.5993
1626,175500,156370.6319
1948,195000,180526.6793
1141,142500,119986.5233
1912,265900,177826.0032
2318,224900,208283.6282
1689,248328,161096.8151
2058,170000,188778.7452
3462,465000,294105.1133
1517,230000,148193.5848
1868,178000,174525.1769
1553,186500,150894.2609
1573,169900,152394.6366
2377,129500,212709.7362
1522,119000,148568.6787
3175,244000,272574.7232
1405,171750,139791.4814
1384,130000,138216.087
2292,294000,206333.1399
1656,165400,158621.1954
1792,127500,168823.7495
3301,301500,282027.0896
864,99900,99206.32106
1821,190000,170999.2942
1656,151000,158621.1954
1675,181000,160046.5522
1554,128900,150969.2797
1788,161500,168523.6744
1824,180500,171224.3505
1603,181000,154645.2
1902,183900,177075.8154
1889,122000,176100.5713
2018,378500,185777.994
3639,381000,307383.4374
1984,144000,183227.3554
2782,260000,243092.3424
1489,185750,146093.059
1495,137000,146543.1717
2076,177000,190129.0832
1250,139000,128163.5704
2140,137000,194930.2852
1988,162000,183527.4305
2252,197900,203332.3886
2835,237000,247068.3378
1128,68400,119011.2792
2361,227000,211509.4357
2392,180000,213835.0179
1572,150500,152319.6178
1824,139000,171224.3505
2447,169000,217961.0509
1412,132500,140316.6129
1897,143000,176700.7215
2394,190000,213985.0555
2817,278000,245717.9997
1970,281000,182177.0925
2166,180500,196880.7735
1533,119500,149393.8853
2372,107500,212334.6423
1858,162900,173774.9891
1031,115000,111734.4574
2068,138500,189528.933
1904,155000,177225.853
1619,140000,155845.5005
11286,160000,881052.0533
1586,154000,153369.8807
2677,225000,235215.3704
2041,177500,187503.4259
3266,290000,279401.4322
1616,232000,155620.4441
1708,130000,162522.172
3224,325000,276250.6435
1368,202500,137015.7865
1736,138000,164622.6978
1266,147000,129363.8709
2494,179200,221486.9336
3308,335000,282552.221
2199,203000,199356.3933
3292,302000,281351.9205
2599,333168,229363.9055
1680,119000,160421.6461
2612,206900,230339.1497
1630,295493,156670.7071
1352,208900,135815.486
1787,275000,168448.6556
1440,111000,142417.1387
1667,156500,159446.4019
720,72500,88403.61665
2597,190000,229213.868
988,82500,108508.6499
1795,147000,169048.8059
796,55000,94105.04398
1318,79000,133264.8475
1457,130500,143692.458
3285,256000,280826.7891
1632,176500,156820.7446
1588,227000,153519.9183
1437,132500,142192.0824
1506,100000,147368.3783
1360,125500,136415.6363
2130,125000,194180.0974
2020,167900,185928.0315
1656,135000,158621.1954
693,52500,86378.10957
2561,200000,226513.1919
1224,128500,126213.0821
872,123000,99806.47131
1928,155000,179026.3037
2169,228500,197105.8298
1913,177000,177901.022
1456,155835,143617.4392
1210,108500,125162.8192
2453,262500,218411.1636
1856,283463,173624.9515
2937,215000,254720.2534
2412,122000,215335.3935
3134,200000,269498.9532
2035,171000,187053.3132
1176,134900,122612.1806
4054,410000,338516.2314
2600,235000,229438.9243
1920,170000,178426.1535
1232,110000,126813.2324
1812,149900,170324.1251
1951,177500,180751.7357
3427,315000,291479.4559
2601,189000,229513.9431
2804,260000,244742.7556
1738,104900,164772.7354
1412,156932,140316.6129
1120,144152,118411.1289
2207,216000,199956.5435
2423,193000,216160.6001
2023,127000,186153.0879
1533,144000,149393.8853
2038,232000,187278.3696
1689,105000,161096.8151
2492,165500,221336.896
3072,274300,264847.7888
3915,466500,328088.6209
1958,250000,181276.8671
1571,239000,152244.599
1174,91000,122462.1431
2012,117000,185327.8813
1296,83000,131614.4343
1394,167500,138966.2748
1067,58500,114435.1335
2982,237500,258096.0985
1762,157000,166573.1861
1416,112000,140616.688
1462,105000,144067.5519
1889,125500,176100.5713
3574,250000,302507.2167
2694,136000,236490.6897
3066,377500,264397.6761
1593,131000,153895.0122
2925,235000,253820.028
1584,124000,153219.8432
1669,123000,159596.4395
1912,163000,177826.0032
2570,246578,227188.3609
2482,281213,220586.7082
2040,160000,187428.4071
1513,137500,147893.5097
2084,138000,190729.2335
1872,137450,174825.252
1158,120000,121261.8426
2352,193000,210834.2667
1294,193879,131464.3968
2393,282922,213910.0367
1214,105000,125462.8943
3019,275000,260871.7934
1424,133000,141216.8382
1458,112000,143767.4768
1363,125500,136640.6926
2093,215000,191404.4025
2506,230000,222387.1589
1788,140000,168523.6744
1040,90000,112409.6265
2820,257000,245943.0561
1848,207000,173024.8012
2557,175900,226213.1167
2290,122500,206183.1023
3231,340000,276775.7749
1169,124000,122087.0492
2954,223000,255995.5727
1820,179900,170924.2754
1429,127500,141591.9321
1534,136500,149468.9041
2201,274970,199506.4308
1801,144000,169498.9186
1252,142000,128313.608
3127,271000,268973.8217
2138,140000,194780.2476
1314,119000,132964.7724
2118,182900,193279.872
1838,192140,172274.6134
1916,143750,178126.0783
968,64500,107008.2743
1792,186500,168823.7495
2062,160000,189078.8203
1537,174000,149693.9605
1480,120500,145417.89
3268,394617,279551.4698
1836,149700,172124.5759
2040,197000,187428.4071
2171,191000,197255.8674
1545,149300,150294.1107
2772,310000,242342.1546
952,121000,105807.9738
1422,179600,141066.8007
1100,129000,116910.7533
1781,157900,167998.5429
3169,240000,272124.6105
1346,112000,135365.3733
1183,92000,123137.3121
1792,136000,168823.7495
1578,287090,152769.7305
1619,145000,155845.5005
1140,84500,119911.5045
1631,185000,156745.7258
1647,175000,157946.0263
2863,210000,249168.8636
2615,266500,230564.206
1127,142125,118936.2604
2086,147500,190879.271
